,listing_id,id,date,reviewer_id,reviewer_name,comments
161880,21726072,368671905,2019-01-07,191712593,James,5 star place to stay! I would recommend this place to everyone.
130393,18430891,278731374,2018-06-18,6548872,Holly,"Great space, nice area right by the lake. Great communication. Would absolutely stay again."
100526,14980203,162873914,2017-06-22,8074803,Lynn,Great host. Very accommodating. Friendly and kind. 
8387,866145,105989467,2016-10-03,96844042,Avik,"Fantastic room, fantastic location, fantastic host! I saw the part in the description about it being close to Broadway, but I didn't realize how happening that place is! I was assuming downtown was the only place to go.

Preston was also super helpful with pointing me to an amazing hike in nearby Boulder, which I certainly would not have found if it weren't for him.

Overall, my trip to Denver just wouldn't have been the same if I hadn't stayed with Preston."
187387,24466118,510828066,2019-08-16,263540909,Holly,The place is very neat and clean. My husband and I had such a good time staying at Spencer’s place.
126207,17831437,201592802,2017-10-08,28828820,Erika,"Jason's place is so nice.  The bed and apartment as a whole were very comfy and he and Cate were great communicators.  They left a sweet welcome note that made us feel very at home!  Everything was very clean and the apartment included everything we could want, including two TVs that let us watch some Saturday football!  We were very happy and would definitely return if we go back to Denver!"
206044,27583000,517832863,2019-08-25,134435516,Patricia,"I was in town for a convention at the Gaylord. Location was great proximity from there ($10 Uber ride), and from the airport. I met Bekele and his wife briefly, they are both very kind and hospitable. The apartment was bigger than I expected, so it was comfortable enough for myself and the friend I shared the space with. Would recommend."
166905,22139867,343146685,2018-10-30,129144226,Erik,Very nice place. Would stay again.
93194,13972526,268708773,2018-05-25,168974342,Patrick,"Great neighborhood. 20min from most places. 
Awesome home and host. Would 110% stay here again."
9031,915016,197989221,2017-09-27,5955605,Jeff,"Good location, great communication and place was as described. I would recommend without hesiatation."
56406,8741171,105964052,2016-10-03,4744615,Cynthia,"Our stay could not have been better.  We were near our son's home, and Pam and Rob were excellent hosts even packing delectable treats for our trip to Estes Park.  "
154940,21125445,263282285,2018-05-11,186150995,Tom,Great space! would definitely recommend!
42766,6925791,224315965,2018-01-02,142537393,Kenzo,"This place did everything I needed. Comfortable, warm, and clean even though it was 13 degrees out some nights. The coffee and water boiler was great for tea and coffee they provided. Location was no more than a 7-10 min ride to all of downtowns best spots."
194469,25477727,430436605,2019-03-30,26311762,Danielle,Great unit in a centralized location!
132334,18736259,451384343,2019-05-11,177744209,Allan,"Jamie’s place is very nice.  There is a door that separates the living room.  There is a 3/4 bath that is separate with two entry’s, one in the living and one for the bedroom, so the bathroom can be accessed if someone is sleeping.  Jamie’s home is in a quiet residential area.  The neighborhood has newer modern homes and is safe.  There are market and stores close by so there was no problem getting anything you need.  Very easy access to the interstate.  Jamie and her husband are wonderful hosts and we had easy to be around.  We were very busy and hardly saw them. It was a great stay and exactly what we needed and wanted.  Very modern and cozy place.  Thanks Jamie for responding so quickly.  Just wonderful!"
13778,1911814,60152075,2016-01-19,50834300,Carrie,"Cozy & well stocked. This little place had absolutely everything we needed to enjoy the weekend. Hosts were easy to get in touch with and very helpful. I could hear their little one running around, being a kid, but that did not detract from our enjoyment in the least.  I would absolutely recommend it!"
92701,13901522,158661252,2017-06-07,50147592,Corinna,Beautiful home and friendly host.
162773,21796586,287849193,2018-07-08,155930242,Zachary,"A great home away from home. Not bogged down by the traffic and bustle of downtown. Great kitchen to cook in, and super comfortable space and beds."
83288,13156741,190268782,2017-09-03,26601144,Claire,"Location of Christine's place was perfect for hopping around Denver! The space itself is also gorgeous and reflective of the area it's in. Would definitely recommend along with a few pointers -

Be sure to read the amenities closely as we came without some basics that weren't provided (shampoo/soap, coffeemaker provided but no coffee, etc.). It may also have been neighbors or another visitor, but the space smelled vaguely of cigarette smoke. Didn't bother us, but may be a consideration if you are sensitive!"
99677,14902544,488254594,2019-07-14,57672074,Chris,"Ranell and Brent's place was awesome! The location is great; It is located down the street from a Safeway and a short drive/ride from LoDo Denver. This place is perfect for large groups. There were seven people in my group, and we all slept comfortably. I will definitely stay here again if I visit Denver with a large group of people again."
132897,18778248,284617717,2018-07-01,26883107,Aritra,Kim is a good host. 
113082,16172759,187286979,2017-08-26,132350838,Richard,Great spot to stay!
225062,31520721,484315931,2019-07-08,92302789,David,"This place was amazing. Super comfortable, great location, and felt like we were at home during our stay. Jessica and Jen were quick to get back to us whenever we reached out and were very accommodating with early check in and check out. 

I visit Denver about once a year and will definitely be staying here again next time."
25793,4106247,491772433,2019-07-20,86509572,Joyce,Great little home with everything you need. Nice and clean and comfortable bed and a good location
5108,665622,45628643,2015-09-04,42859462,Nigel,Nice quiet place in the Highlands.  Stayed one night with my wife and two little boys.  Had a great time walking to get dinner and ice cream downtown.  Would definitely stay here again.
158036,21343580,540055233,2019-10-02,238994761,Mercede,"The space is super stylish/clean and the beds are extremely comfortable! Lots of restaurants and grocery/liquor stores within walking distance. Downtown is only about 15 minutes away, Uber/Lyft rides are very reasonable. Definitely recommend!"
7540,833937,149930036,2017-05-06,112590326,Monica,"Loved our stay, super cute and clean house.  Very quiet and loved the interior design and outdoor space.  Big park across the street was added bonus with kids!"
1975,81540,19126018,2014-09-07,11666783,Erin,"This was our first Airbnb stay and it was perfect! Jess' place was so cozy and clean, we really felt at home here.  We only stayed 2 nights, but we had all the amenities needed, plus more.  I loved that we were able to bring our dogs and the yard was fenced in.  We will definitely try to stay here again if we are back in Denver; it is a great home away from home in a friendly neighborhood!"
128767,18250654,189454614,2017-09-01,49214576,Johnny,He was very attentive and would always check in on us to make sure we were comfortable with everything. Even asked us to reach back out to him to see if he could make any more recommendations after our stay ended! Will look into staying there again when I come back out to Denver for another trip.
115933,16548314,301115921,2018-08-03,44874173,Colleen,"We only spent one night in Tomas's place, but it was the perfect place to end our trip to Colorado. The home was super charming and filled with all the amenities you need in a beautiful neighborhood in Denver. Wish we had time to stay there longer."
77040,12365447,110781236,2016-10-28,77379993,David,The home was clean and in a great neighborhood. Patrick left beverages in the refrigerator - which was welcomed after a long day of travel. The house was immaculate. Communication was great and all questions answered quickly.
236424,34645020,523030601,2019-09-02,208250764,Jack,Would definitely recommend for large groups. David is a very professional host
36927,5966633,348425070,2018-11-13,138211707,Jennifer,"I can see why Sabrina is a superhost. It is a very clean, cozy & comfortable place. The location is close to everything. Hosts were very attentive to our needs. Will definitely stay here again & again."
99478,14842171,456455837,2019-05-21,255273673,Natasha,"This was such a cute little bungalow for a relatively great price! All of the photos accurately describe the space, check in is super simple and check out times are usually flexible, which was a nice touch. Overall, this was just a great little spot to stay in close to the major attractions of DT Denver"
214446,29212648,416521898,2019-02-24,176324941,Martyna,"My friend and I were looking for only a place to crush for one night in Denver. David’s Airbnb definitely exceeded our expectations! It was so nice, with loads of extra touches we liked, and the whole place is just awesome! I just hope I’ll have a chance to stay there again, this time for a bit longer!"
170740,22532604,342422610,2018-10-28,93241257,Roger,"Excellent place.

Excellent people. 

You won’t regret."
156218,21189932,215086621,2017-11-27,31686176,Morgan,Sam was an AMAZING host and the space is exactly as it is pictured. We were greeted with flowers and champagne and spent the night sitting out by the fire pit. It was a great place to spend some quality time with my fiancé and celebrate our engagement with a couple friends. There were snacks and waters that were perfect for a midnight snack! We honestly couldn’t have asked for more! Can’t wait to come back and stay again!
76140,12214224,331109460,2018-10-01,67379805,Don,"A group of 3 of us stayed at Sarah's place for a long weekend and we love the place.  Perfect size for 3 people, parking was easy and the place was located in a great part of the city.  You cannot beat the value for this location.  I would recommend staying at this place and if I go back to Denver, this will be the first place I try to rent."
220854,30526158,505708260,2019-08-09,106948179,Maria,My family and I loved this place! We loved the open concept kitchen and fenced in backyard. It was the perfect urban getaway. Jess always had quick communication and place was super clean.
160443,21608586,244544976,2018-03-18,70081425,Gabriel,Great location and value. I enjoyed the view and would come back given the opportunity
50125,7931953,244816188,2018-03-19,54282571,Joseph,"Great location, close to central Denver with lots of great food/ bars within walking distance. Cozy and clean. Would def stay again."
231054,33160278,488819409,2019-07-15,33934707,Chelsy,"The house is exactly like it sounds! Cozy, kind, and totally stoner friendly. Really enjoyed our stay there! If you love good vibes, smoking, and cats, you’ll find yourself in a happy place!"
7409,833937,33782020,2015-06-01,29263046,Michael,"Great stay, everything was as described and more. Would certainly stay again if I were in the area."
44669,7305805,86812929,2016-07-17,192597,Ryan,"Carrie's apartment was more than I expected: very spacious and welcoming. Carrie did a superb job of ensuring that I could get in on arrival - very clear instructions prior to my arrival, perfectly executed. When I asked her questions, her response was nearly immediate. When I determined that the tv needed a power cord extension, she went out and purchased one. This was one of my best Airbnb experiences - thank you, Carri!"
179321,23609578,348372961,2018-11-13,171289038,Kyle,"Elizabeth’s place was way better in person the pictures can’t show how nice it is until you actually go in person , the stay was great and very private. I definitely would recommend anyone to stay if in Denver."
85310,13414484,271591389,2018-06-01,17464052,Matt,"This place is phenomenal - close to dining options and convenient to downtown; Cal was incredibly helpful during our stay - he responded quickly to any questions and was willing to help us print tickets to the Rockies game on short notice.
The space is so comfortable, private, and relaxing and Cal & Dave made sure everything met our expectations and offered tips and recommendations to match the lovely amenities.
This was one of my best experiences with AirBNB, and I would definitely stay with Cal & Dave again."
179152,23579844,276111732,2018-06-12,31724372,Melanie,"Staying with Kammie was great. she was there and helpful when I needed it, and left me be when I needed alone time too. I traveled alone, she was gracious enough to include me in some events with her awesome friends. It was a blast. June bug and the pugs really sweetened the deal for me. "
179123,23577497,500198911,2019-08-01,146390456,Mena,Great home! It was nice and intimate for our party. Thank you Jordan and Aleah!
234735,34093993,534337145,2019-09-22,17731672,Caroline,"This is a great place to stay in the wonderful Sunnyside neighborhood. Communication was very good: thorough check-in instructions and info that anticipated questions one might have. The space was sparkling clean, cozy and comfy. Bed was very comfy with good sheets. Lots of closet space and dresser with plenty of room.  Lighting: overhead and 2 lamps. Bathroom was well-stocked, super-clean and very nice. Hair dryer was supplied. Many thoughtful extras: glass carafe with water upon arrival, new soap, interesting reading material. Erin and Ben are wonderful hosts and it was fun meeting their sweet family."
104922,15436226,252665833,2018-04-11,66501995,Clive,kk
161570,21684842,520013081,2019-08-29,104487915,Krista,"Ed and Kate’s place was so convenient to get to from the airport. It was clean, nicely decorated and had everything we needed. Self check-in was super easy and the neighborhood is quiet and safe. We will definitely be back!"
9563,1035821,249765404,2018-04-02,25794885,Zac,Great location!
147123,20568074,216631950,2017-12-04,137543937,Joel,"I would recommend anyone to stay here, the location was great and the place itself had a lot of nice amenities"
229306,32533282,537456054,2019-09-28,101982011,Armando,Ayman was a great host.
224614,31490273,453765537,2019-05-16,11245438,Meredith,"Dustin’s place was perfect! Easily accessible and in between two busy streets with tons to do (bars, restaurants, shopping, dispensaries). There were only two of us but his place can easily fit more - super spacious, tons of amenities and a great location. would book again!"
93276,13972526,560399977,2019-11-06,260897040,Carla,"Expect a beautiful view from the backyard every morning and evening. Denver is just 10-15 minutes from this quiet and cozy place. I definitely did not want to leave. Everything you need, they have for you!"
216524,29464543,346170077,2018-11-07,77657751,Jean,"Awesome host! Location is off the chart. The Highlands area is so cool! Walking distance to shopping, restaurants and bars. Very clean house, cozy and chill. Nice quiet backyard. Great place to stay in Denver for sure. As Arnold would say “I’ll be back”."
210576,28416784,422153830,2019-03-10,141271174,Enrique,Excellent location and very nice place with a view.
77484,12454119,416542459,2019-02-24,20908266,Stephanie,"David’s stylish space was bright, cleverly designed and methodically detailed with everything you need for a comfy stay. My husband and I had plenty of room. You’re close to great restaurants, shops and parks. I’d return in a heartbeat!"
71892,11277311,333839306,2018-10-07,8732809,Natalie,Lovely room!
222488,31014300,427014336,2019-03-22,141031481,Michael,All was well
46773,7584529,483610500,2019-07-07,16094351,Luis,Great place and wonderful hosts.
8273,861993,350577953,2018-11-19,115938982,Gigi,"Organized to the T with lovely amenities, soft towels, extra space heater & fan, plus blankets & pillows. "
203368,27136326,430482603,2019-03-30,33468568,Angela,"Great place to stay, great location. Wonderful host. Can’t say enough about Nicole. The bed was super (Website hidden by Airbnb) husband loved the rocker recliner.  :)
We really enjoyed our visit to Denver. Thank you for all the suggestions you had in your Guest book...they made things little easier for us.  We are already planning our next trip back."
58381,9010867,205681644,2017-10-22,147809082,Jessica,"Amazing place to stay in Denver, CO! Location is great, and it is kept very tidy. The perfect amount of space for 6 guests. Would definitely stay here again."
181535,23790274,409726476,2019-02-08,184880365,Denise,"Great little house for 420 Vacation, perfect for one or two people.  Warm and comfy in winter and plenty of hot water."
111529,16066443,495912659,2019-07-26,68162849,Jerardo,Brad and Jennifer were amazing hosts whenever we had a question or needed a resupply of certain items they were quick to respond and delivery the necessary items. The place was very clean and had everything we needed and more. 10/10 recommend staying here on your trip to Denver.
6968,787456,20820882,2014-10-06,5627810,Jazmine,"My husband & I thoroughly enjoyed our stay in Pamela & Brad's home.  Our queen ensuite room was cozy, comfortable, & private.  Pamela was a warm & inviting hostess, who was more than happy to share restaurant and sightseeing recommendations, as well as tasty, homemade food & beverages.  The house, itself, has wonderful character, a beautiful backyard, and is well-located.  Parking was a breeze (we had a rental car for driving to the mountains), and we were able to walk to a wide variety of restaurants & shops.  Our wonderful experience made us want to live in Denver!"
213807,29120850,405843545,2019-01-27,215243424,Karla,Such an amazing place! Deff recommend to stay with Vicki. Super helpful. She took my dog out while we went skiing since we couldn’t take him! Everything was super nice!
68933,10677661,120775692,2016-12-11,25267729,Camran,Amazing place and location. Lovely home
134943,18996370,432689032,2019-04-04,250395612,Lucas,Super clean and well designed. I will go back soon
44736,7305805,159821604,2017-06-11,124141829,Cherri,"Carrie was super wonderful to us. The stay at her place was truly pleasant and it was the best experience I've had air bnb wise. The basement was comfortable and spacious for us. The cleanliness was great. She gave us wonderful recommendations all around Colorado and was very welcoming when we arrived. Don't hesitate to contact her if you need to, she is quick at responding and absolutely delightful. Thank you for making our first trip to Colorado a good one. We will be back."
79335,12864305,87202958,2016-07-19,30102583,Anne,What an amazing place to stay! The suite is beautiful and Susan and Matt  were wonderful hosts! Fresh baked cookies and treats left in the refrigerator were special and made our visit more enjoyable! This was our first time at an Airbnb and we were so pleased!We will plan on staying at this beautiful Wash Park retreat next time we are back in Denver!
87197,13478248,564797355,2019-11-16,226845691,Ria Ann,"Clean, comfortable, and cute place in a centralized location. Easy check-in/out. Thoughtful amenities and decor with bright, but not overwhelming, lighting options. VooDoo Doughnuts around the corner was extra special. Would like to stay again next time I’m in Denver. Thanks guys :)"
147903,20641197,203858154,2017-10-15,96706396,Brian,"The unit is in a beautiful historic building in LoDo, which is a lively part of downtown Denver.  It's an easy walk from the Union Station train depot, and steps from the free downtown shuttle.  The unit is roomy and comfortable, if a bit shopworn.  Check-in and check-out were easy."
240275,36596870,536441239,2019-09-26,96878036,Anne,"Julia corresponded very promptly and check-in was easy. A private parking space with direct access to the back yard entrance was great. If you are not a dog person, probably not the place for you. The house is along a main road and the dogs are home during the day, so day napping didn’t work out; quiet enough at night. The space is clean and new, has a very comfy bed."
157030,21244753,345207392,2018-11-04,59818719,Emma,"Great location, helpful market and proprietor next door, and very clean."
57350,8900843,535949261,2019-09-25,55141066,Jay,Great place! Very clean and has everything you will need! Very easy check as we booked last minute. Thanks so much will always keep an eye out when looking in the area!
85288,13414484,227673580,2018-01-15,165261291,Joe,Cal and Dave were wonderful hosts. Everything I needed was provided. So incredibly nice and thoughtful. Can’t wait to visit again.
133207,18811589,202321587,2017-10-10,152119054,Courtney,"Great space, the art is unbelievable, much better in person than in photos, Marlene and her husband are sweethearts."
159700,21517962,478301649,2019-06-29,116924979,Bianca,"Allison's house is by far the best Airbnb that I have stayed at. She's a wonderful host and is incredibly sweet and helpful. Her house is just that a house. It's lived in and feels like a home. She has amazing animals and aqua life, and  it's a great place to smoke up at!"
206664,27702373,368721619,2019-01-07,87009675,Sarun,"Upper loft is so cozy/charming. Within walking distance/train or bus/quick Uber & Lyft from everything: downtown, Union Station (train to/from airport). Felt very much at home."
96429,14440882,150395381,2017-05-07,112595611,Carmen,"Beautiful gardens surround this prime location with easy access to all the heart of Denver has to offer.   The accomodations are quite spacious, uniquely and tastefully decorated.  Rick and Terry are gracious hosts who made our visit complete.  I  Highly recommend this airbnb experience."
197456,26130754,437523102,2019-04-14,132305892,Lillian,"The Curtis Park Club is more like a posh hotel than a standard AirBnb in the best possible way! We loved the amenities, from pastries and juices in the morning to cameras and bikes to use during our stay. The location is wonderful. Would definitely stay here again!"
216058,29400595,411483436,2019-02-12,26174174,Peter,"Awesome, cool space. My girlfriend and I came in to visit for the weekend and Leigh was very accommodating in giving recommendations for what we were looking for."
244910,40088850,568746726,2019-11-24,100253044,Nick,"I can't say enough good things about this place. First, the location is AMAZING! Less than a block to Avanti, Brider, Highland Tap & Burger. If you're looking to be in the best spot in the best neighborhood - this is it. And it's just on the edge of downtown.

Next, it was so nicely decorated. I want the owner to decorate my house. Wow. But it was still super cozy and comfortable with all the blankets and couches and warm spaces they created.

Check-in was a breeze, everything was perfect. I only wish we had more time there. 

If you're in Denver with a big group, this is a must stay! I will be staying here again!"
143815,20169840,203862501,2017-10-15,152653495,Peter,This place was perfect!  Historic building and the apartment has so many great touches. Plenty of room for our group; both shared and private space. Great location; close to downtown and several great neighborhoods. Thanks Jessica!
79164,12834834,479976694,2019-07-01,2745641,Rebecca,"A beautiful historic home as central as may be to downtown Denver! My mother and her siblings were able to enjoy a wonderful little reunion, and the place was also perfect for my cousin's two young boys, who loved staying in the ""attic"" room on the 3rd story! Check in was very streamlined and efficient, and everything thoroughly cleaned and ready for our stay. There is also a basement apartment, which is completely separate from the 3 upper levels."
151442,20935900,216932454,2017-12-06,54775165,Rashida,"Erin was a fantastic host! Very hospitable, great attitude with such a warm spirit. My friends and I truly enjoyed ourselves and we would definitely stay here again. We would surely recommend this place for future travels. However, slight renovations could make this place even more outstanding. Thank you for enriching our Denver experience!"
162,590,336422,2011-06-26,737867,Janet,My sister and I were looking for a room in Denver (way too late) the night before our arrival and heard of airbnb through another family member. Unsure of how this all works and hesitant to book without some assurance we could be accomodated at such as late date I sent Jill a message and was happy to receive a quick response. We booked and were happy with the comfortable room and gracious host. It was a short visit and was perfect for our stay.
168132,22322314,415858365,2019-02-23,165320328,Dallas & Jennie,"This house is big, clean, and well-furnished with everything you’ll need for a short stay in Denver. The location is perfect. You’re less than a mile from downtown, but it feels like a quiet street. If we ever need a house near downtown again, we’ll definitely book again. Communication was great too. We had an issue with the heat, but they had it fixed in right away."
151942,20995111,499579421,2019-07-31,266379649,Trent,Great location. Beautiful home. Amanda and Franklin were great to correspond with and check in and out was seamless. Thanks again for a great place to stay
216019,29386782,470959904,2019-06-16,12574475,Lori,"This spot was very clean and accurately described. Remember it is a “suite” so no kitchen. Rooms were comfortable. Bathroom was very clean. Neighbors were quiet, surprising as this is right in the middle of DU students. Perfect location for easy access to all things DU. We had a great graduation weekend."
57033,8846043,106201203,2016-10-04,30117673,Ally,Lovvvveeelllyyy place! Quaint and in a great area. 
217015,29564369,415882398,2019-02-23,1605438,Molly,Andy's place was a great spot for our visit to Denver!
120167,17044680,523902869,2019-09-04,19690081,Marilyn,"We stayed in the master bedroom, it was spacious and clean. The place is centrally located near bars and restaurants. A & C responds quickly and gave us some great recommendations."
71267,11236853,324734554,2018-09-17,199825007,Oswaldo,Really comfortable and quiet place!!
26571,4227772,68833079,2016-04-07,28700195,Andrew,"Thanks for the letting me stay at your place Lynne!  A great little cozy house - a nice, quiet private place.  Hopefully next time I'll get a chance to hang out longer to check out all of the interesting books in there :) "
33757,5347637,259302127,2018-05-01,70546737,Yaquelin,Great location and comfortable suite. I would return in a heartbeat. Thanks for the wonderful stay.
140569,19671778,326614328,2018-09-22,35705744,Lauren,"Bed was very comfortable, clean room and bathroom, lots of street parking, and very easy check in. Perfect spot for a night by the airport"
171434,22628826,426672420,2019-03-21,89118029,Katie,"Phenomenal location. All you need to function for a few days in Denver, plus some extra. Cozy space but small, recommended for 1-2 travelers."
31391,4817072,197183475,2017-09-24,67621041,Ryan,"Great location! Walking distance to amazing restaurants and bars. 
My only suggestion to the host would be to have extra linens laying around to accommodate more than 2 guests. 
We also didn't have wifi, but I understand they had some difficulties with a previous tenant. 
I would probably stay here again"
92261,13860126,179120673,2017-08-06,7294268,Juan,Great stay. Felt at home very conformable. 
190771,24992798,285427052,2018-07-03,87514190,Sonya,Cute little place in a good location walkable to downtown. The hosts are very responsive. 
234358,33989249,459827658,2019-05-27,174261398,Aubrey,Lauren was a great host! She was able to communicate quickly. The place was very clean.
6411,756594,408191418,2019-02-03,25835273,Shannon,"Fun, relaxation & great hosts!"
27526,4263661,322261927,2018-09-12,21934656,Jim,The room was as described and comfortable.  It's a great location to get to downtown Denver.  Melissa has put together a very nice guide to the local area as well.
97914,14728998,324733975,2018-09-17,62025724,Shauna,Steven was a great host! Great place in a great location- even within walking distance of some good breweries and coffee shops. Highly recommend this place for anyone's next stay in Denver!
46435,7577128,135995628,2017-03-07,109082411,Dan,"Awesome place to all around,  would definitely stay again. "
111797,16087125,492787592,2019-07-21,240887905,Lindsey,"Great place to stay! Walkable to RiNo, a great neighborhood to explore and eat in. Julie had wonderful recommendations on places to eat and where to visit. We really enjoyed having so much space and relaxing there at the start and end of each day!"
33992,5394822,463082165,2019-06-02,150026899,Mykel,The Comfy Casa lived up to its name! Andy was quick to answer any and all questions and made checking in real easy. Good fit for the 4 of us. Would recommend.
168157,22322314,497724485,2019-07-28,15498845,Meera,"The place was great and perfect for large groups. Communication and check in were easy. The location is great and walkable to many restaurants and bars. There is no AC and we were there in July where it was very hot, so unfortunately some of our family ended up moving to a hotel for the AC but for the rest of us we were ok with opening windows and fans. There is a park close by which was nice. We appreciated being able to walk to many things. The kitchen is fully stocked including some condiments. Great place! Would rent again!"
116105,16582485,366547809,2019-01-02,79455989,Alexis,We had a lovely stay at Cindy’s place. The location was ideal and Cindy was very quick to respond and attend our concerns. We did have some unforeseen circumstances during our stay but Cindy and her husband handled the situations appropriately and in a timely fashion. Would 100% recommend Cindy’s place to future guests. If we are back in Denver we will most definitely be staying here. Thank you again Cindy.
35648,5630819,312565113,2018-08-23,33398899,John,Great communication and a comfy living space. 
67494,10284327,262418178,2018-05-08,8345172,Liza,My friends and I had an amazing time at Ken and Olivias house. Location was perfect and the house had everything we needed. We were nervous about one shower for 6 but it worked out fine with the other two bathrooms. We look forward to staying there again in the future.
208932,28048088,489892857,2019-07-17,18919100,Christine,Everything was wonderful! Very clean and nice place.
230057,32794224,459624208,2019-05-27,228547390,Connor,"Royel’s place comes as advertised, my stay was very quiet and enjoyable.

All of the other guests in the house kept to themselves and were very respectful of privacy.

The location was perfect, especially for me since I relied primarily on public transportation but if you have a car or just want to walk somewhere, downtown is about a 10-minute drive or 45-minute walk away; there are also plenty of things to within a mile radius of the Air BnB.

I was staying here alone but the room that I had stayed in (exposed brick basement) could easily fit two comfortably. The furnace in the room does come on every now and then and can get pretty loud but luckily I did not mind it; I was able to drown it out pretty quickly."
63246,9633450,65556800,2016-03-15,4791989,Vanessa,"EXCELLENT time at the house, thank you for your kindness and constant information and contact as needed. Very clean and more spacious than thought. Great kitchen, great house, easy to get into town w 5 min uber. Will definately come back again when I need to go to Denver for work next. Thank you, merci VR"
204963,27425457,436666628,2019-04-13,133577423,McKinnen,Willow’s place was very clean and I had a wonderful stay! I would recommend staying here if you’re visiting the Denver area.
129014,18275427,153319655,2017-05-20,221203,Jessica,We had a great stay at Dan's house. The house had everything we needed and Dan was extremely responsive. Checking in and out was a breeze. I would stay at Dan's house again and highly recommend it! 
201643,26682176,336786394,2018-10-14,127389780,Holly,"Adorable house, everything you could need or want. Host was quick to respond throughout. We had the best time and it was because of this place."
39913,6436594,37659265,2015-07-09,6177462,Dorothy," Anthony was a wonderful host, very prompt and answering any questions, and helpful with whatever we needed. The apartment was cozy, clean, and well furnished, exactly what we needed, and in a very fun, hip, safe feeling  neighborhood. Being next to Whole Foods was the icing on the cake. We spent most of our time exploring the fabulous city and going up to Boulder, but we were so happy to have such a great place to come home to each night."
223804,31261351,417884704,2019-02-28,102615777,Daniel,Great place and host
223311,31168188,412093351,2019-02-14,12965498,Edgar,"Our stay at Andrew’s was great. We only stayed for a very short night, as we had an early flight, but we met Andrew on arrival AND when we left at 4am!
He was vey friendly and caring. We hope we can come back next time we stay in Denver!"
26821,4227772,427437551,2019-03-23,25748735,Shawn,"Lynne’s place is a small little bungalow in a great location. She is extremely kind and provided all the necessities for our stay, including beer in the fridge! Coming from a much, much smaller city, we really enjoying having easy access to parking and a little fenced yard for our dog. It isn’t a huge place but work well for a couple with a baby or dog. Would recommend it anyone looking for a comfortable stay in Denver."
45139,7359477,96311232,2016-08-22,42925826,Veronica,We had a great time staying! The location was wonderful. Close to downtown Denver. Tess was easy to contact and very quick to get back to us. 
232103,33376633,459769900,2019-05-27,107164976,Maxwell,Good times at the Fun House.
236185,34571092,456866019,2019-05-22,108451177,Nolan,Huge space!
119356,16914193,419791497,2019-03-04,24986587,Ever,"Great stay at Gary’s place, it was a decent walk from Whole Foods and the light rail which made it very convenient. The house is in the southern part of Denver, and it’s very close to a Washington Park."
109922,15846078,304063225,2018-08-08,82854145,David,"Great location, great host, great space!  Comfortable and clean.  Would love to stay here again in the future."
98554,14787426,117243928,2016-12-05,94339915,Jose,"Great place to stay. Very cozy and Allison is a great host. She has everything you need, very comfortable furniture, and peaceful neighborhood. Also very close to downtown and other fun parts of town. Great way to experience Denver."
107337,15743145,324175432,2018-09-16,214670449,Ian,"Great place, would highly recommend!"
195878,25770124,566538017,2019-11-19,193892803,Akshiv,"Excellent place to stay in the city, location makes it easy to get places and they provide excellent accommodations"
171205,22596470,436284783,2019-04-12,47118271,Bryan,"This house is super relaxing, clean and perfectly located. We were in town for a conference and a 10 minute Lyft or a 20 minute bus ride got us to everything we needed downtown. Alicia and Scott were very welcoming and friendly the few times we ran into them. We couldn’t have asked for better hosts."
28341,4288813,364518439,2018-12-30,4555371,Pamela,Great location in RiNo--perfect place to explore a cool area of Denver.
85848,13447168,564374297,2019-11-15,253459,Katie,"I have stayed at a lot of fabulous Airbnbs before, but Judy and Marty's place is among the best! The apartment was super clean and comfy; it was well stocked with coffee, beer, and snacks; they had an iron and laundry attached to the unit which was a huge score; and check-in was a complete breeze. If I am every back in Denver, this is my spot!"
5101,665622,43510224,2015-08-20,13701234,Ryan,"Becky's place is in a great location! It's an adorable neighborhood, everything is very walkable, and there is good food/drink nearby. The keyless entry into the apartment is very convenient. Becky was very responsive to our needs. The apartment is cute, but it was a lot like staying at a friends place. When we arrived there were some damp sheets in the wash and towels in the dryer. I folded the towels and threw the sheets in the dryer. Not a big deal, but something I'm not necessarily used to seeing when doing BnB."
50592,8071897,66184188,2016-03-20,57062671,Nicholas,Awesome place to stay. My friends and I couldn't have asked for anything better.. Especially for the price. Would definitely go back again.
97959,14732176,137835895,2017-03-17,114078056,Courtney,"My friend and I were gone a lot during the days to explore the city and Colorado so we were only at the airbnb during the night, but we had a great stay! No issues. The house was super cute with a lot of character. Catherine provided shower stuff, towels and water by our bedside. The house was super close to downtown which made it easy for us to explore. The bed was comfortable and we had no issues with our stay there. Definitely recommend :) "
76062,12210358,160110920,2017-06-12,125744147,Joseph,This was our second stay at this property and we were just as pleased this time as we were the first time. The property is clean and well decorated and in a nice area of Denver. The location is convenient to shopping and dining.
141215,19751421,534528645,2019-09-22,219437089,Alexa,Troys place was amazing! We checked in late due to a late flight but check in was fine and it was easy to find the back entrance. The house is super cute & the couch is super comfortable. The shower was a little confusing but Troy provides a manual with photos on how to operate it. There is a washer & dryer that was great so that I was able to leave with clean clothes. The backyard was cute to sit outside & hang out after a long day out in the mountains. The only thing that I did not enjoy was the fact that the nest was locked & the AC only worked at specific times and did not go lower than 73 degrees. Other than that we would definitely stay here again!
35804,5649152,97199480,2016-08-26,60806265,Harriet,"My husband and I were here for a few days before our daughter's wedding.  We didn't spend much time in the unit because of pre wedding activities.  The space was as advertised, very clean& Terra was helpful & gracious."
