listing_id,id,date,reviewer_id,reviewer_name,comments
9486988,520545739,2019-08-30,100643934,Kurt,"Perfect experience.  So many thoughtful touches, easy check in, spotless, very quiet.  Private space with a nice bathroom, clear instructions, and close to many restaurants and bars.  Would highly recommend and would stay in the future."
16589595,520026315,2019-08-29,101343499,Ryan,"Great spot to spend the night near the airport. Clean, spacious, and amenity filled, you really can’t beat this place if you’re looking for somewhere to stay after a long flight. I didn’t get to meet the hosts, but communication was excellent, and directions and the check in process were simple and easy!"
15451442,426030864,2019-03-19,172882270,Kaitlyn,Leah’s place was well equipped but the kitchen supplies were old and dirty.
38365365,542748753,2019-10-06,78622605,Abbi,"Our stay here was wonderful! The place was super clean, there were many amenities that we weren’t counting on. (i.e. toiletries galore) It was very easy to access and we loved getting greeted by their dog, Capone! Four girls traveling jsut with backpacks had a lot of stuff to unload, but the place was clean enough to feel comfortable laying stuff out. We locked ourselves out one day and Brett was right there to let us in! Definitely would recommend this stay."
37278818,518540414,2019-08-26,54506315,Erin,"Krisana’s place was absolutely adorable. It was stylishly decorated, easy entry, peaceful, quiet, and clean. Her pets are sweet and I enjoyed spending time with a pup. I enjoyed talking to her in the evening. I had allergies and she gave me some local honey. Nice cold brew in the morning. I would definitely stay again."
27879517,513646949,2019-08-19,122141398,Eleazar,"Michelle’s place was wonderful and definitely beyond our expectations! Her, Dave, and Manny were all very friendly and welcoming. The location was in a very convenient place (15 min walk to downtown). We’ll definitely consider staying there again if we’re ever back in Colorado!"
16925673,441221550,2019-04-21,167244813,Susan,"LaMark's home is in a nice area of Denver. The house is quiet and clean. Variety of coffee pods for you, ask LaMark about cream and sugar. Bathroom is stylish with a nice dual-hand held showerhead.  Bedroom is carpet floors (home is hardwoods, bathroom is tile). Overall good stay, LaMark was quick to respond when I e-mailed him on the day of check in. No key to your bedroom i.e. couldn't lock it when I was away."
14325896,229285659,2018-01-22,76946457,Jim,Fantastic! Very clean easy to get in and out.
8352843,327439471,2018-09-23,29059010,Mark,"Great place and hosts, highly recommended"
19413652,188222324,2017-08-28,127597195,Janna,"Taylor seemed like a very friendly person; however we were disappointed with our stay given what we paid.  The house was kind of  messy - dishes in the sink, bad food in fridge, and pretty strong odors from what I assume was the litter box for the cat. The listing indicates you have access to kitchen, living and common areas but the living room is secluded off with curtains and messy as well so we did not feel welcome to that area.   The amenities are also bare minimum - the a/c was never on during our entire stay (85+ degree weather), no hand towels in the bathroom, no toilet paper for a day and only 2 super flat pillows for a couple. His pets are friendly but the dog woke us up several times early in the morning by barking for 15+ minutes. I feel bad writing this review because  Taylor seemed like a very nice person and even accommodated  a pretty late checkout for us on our last day; however the experience was not worth what we paid.  I will say the place is located in a fun, unique artsy neighborhood that we enjoyed a lot though."
6333040,144126574,2017-04-14,61012126,Kirk,A very nice place with updated features and a great interior design!
15743145,170135904,2017-07-14,31975438,Andy,"Good location, trendy/modern, plenty of space, comfortable spot."
26671491,312567544,2018-08-23,9972602,Joshua,This is a great space in a great area.
37206363,566820301,2019-11-20,234405942,Matthew,"Good place, nice and quiet!"
6156061,86079878,2016-07-14,17172384,Sean,"Great stay at Mark's place! Very communicative and friendly host, and a killer location to boot. Cool house, lots of room, and a great selection of restaurants nearby. Easy to recommend!"
5433111,57968076,2015-12-30,49136634,Jerzy,"Private, clean. Everything was fine. "
3979810,46723564,2015-09-13,15673749,Carol,The house was comfortable and conveniently located. I hope to have the opportunity to stay at this house in the future!
14010321,285791482,2018-07-04,145990898,Jae,"Good location, close to museums, restaurants, and parks. Pretty quiet neighborhood. You stay in the basement of the home with a private entrance from backyard. Space has a good sized dinette-like area but no kitchen sink to fill water or wash dishes. Mini fridge was stocked with water bottles, which was convenient! Large enough for family of 4. Wall mounted TV across from sectional was a great hang out space. Floors are a bit squeaky, but otherwise a good stay!"
18891531,554624868,2019-10-26,289236586,Stephanie,Great place to stay & perfect location for exploring areas around Denver.
22922557,279821501,2018-06-21,9710436,Paul,"The location is excellent, a quick drive or not-too-long walk from restaurants etc.  It was wonderful to have a designated parking spot just steps from the door. The host communicated promptly.  We appreciated this quiet, clean place."
20664991,469007101,2019-06-13,200925708,Kahleo,"Area is amazing, host are amazing. I definitely recommend."
13656290,422308797,2019-03-10,229741001,Heather,Lots of space and personality!
21816001,436235728,2019-04-12,7835647,Paige,"Highly recommend! Everything you need in one clean and cute spot, with a very comfortable bed and all the amenities. Parking and check-in are a breeze."
37238540,507505339,2019-08-11,141010135,Andrew,"Maxwell's space is a great value. Great location in Wash Park near to so many places. It was clean, quiet and well appointed. I would be very happy to stay here again. Definitely worth 5 stars!!!"
14369542,420775333,2019-03-07,141960538,Manisha,One of the best Airbnb’s I have ever been to. Pretty home! Thank you guys!
1733052,16790427,2014-08-02,2568727,Megan,"This is the place to stay in Denver. Super clean, very private, flexible, comfortable: a great deal. The neighborhood is really walkable, with restaurants and coffee shops nearby. Parking is a little tricky in the evening hours, so plan ahead. I would ABSOLUTELY stay here again. "
32359113,497705134,2019-07-28,145652138,Ethan,"They made our stay very pleasant and easy. Anytime we asked for something such as extra blankets, they would reply within minutes and help us out. 

They have a great neighborhood with cool places to eat and get coffee right around the Airbnb. Next time I come to Denver, I’ll be sure to stay again."
20944511,274241603,2018-06-08,94361428,Cody,"John's place was awesome! great location in direction to downtown and the airport. The hosting was above and beyond what I would have expected and had all the amenities expected, and extras that i hadn't expected. "
4236002,479960701,2019-07-01,181967059,Tony,"We loved the mature, quiet neighborhood and close proximity to the city. The space was clean and my almost 18 year old son now knows for sure that he'd be fine living in a studio apartment setup. Great, high shower head and nice kitchen was used almost every day."
17752540,180582732,2017-08-10,128873150,James,"Place was as advertised.  Wife and I stayed 5 nights, there was plenty of room for both of us. No problem with the neighbors, everyone was cool. Walking distance to most everything you need."
37361749,505015065,2019-08-08,158439810,Darwin,A great place with friendly and kind hosts!
19751421,439254731,2019-04-18,108626521,Stephanie,Cute place! Clean and in a great location! Wonderful coffee shop just a few blocks from the house!
1911814,269693109,2018-05-27,188972159,Selena,Great place to stay!! Will highly recommend it
24716577,415864743,2019-02-23,228709224,Can Laurens,Spacious apartment in Denver in a nice location.
18449124,424365963,2019-03-16,68425535,Jonathan,"Kristin gave us a wonderful place to stay for the week, the place was gorgeous and had way more amenities than I expected. This place is wonderful and I will definitely return!"
28028772,559270060,2019-11-03,92543539,Abby,"Great distance from downtown! Nice, big space for our group. Also, incredibly clean!"
35606018,542822293,2019-10-06,20447963,Nick,"The location of this property is premiere. It's only a 10 dollar Uber ride into the city, and if your driving to any other city in Colorado it is very close to the interstate.  The check-in and check-out process was very simple and Dyami was quick to respond to any additional questions we had. Our space in the home was very clean and secluded from the rest of the house being in the basement. We had our own private bathroom with towels and toiletries such as body wash and shampoo included. My friends and I will definitely be back again. Highly recommend!"
16221291,223682009,2018-01-01,3628827,Esta,"Jeff's place was great--super cute and stylish place in an amazing location! Really fun food, bars, coffee shops and bookstores near by. It's also super close to the downtown area and easy to head west for hiking! The place was really clean and Jeff had a great list of recommendations. Definitely would stay again!"
18805144,177393404,2017-08-02,4794200,Laura & Ryan,"Beautiful place, in a very fun and unique neighbourhood."
10266757,181436121,2017-08-12,124770901,Paul,We loved the location and the easy access to the light rail system. We found the carriage house to be very comfortable and definitely recommend it.
17325994,477723414,2019-06-28,57932385,Rachel,Great place to stay. Close to everything you need.
1733052,22352122,2014-11-03,16218149,Libu,Awesome basement and centrally located. Definitely recommend
19387287,248120449,2018-03-30,181196770,Aaron,"Great Airbnb, LaMark is super friendly and accommodating. Would highly recommend to anyone looking for a nice place to stay in the Denver area."
2723629,421079721,2019-03-08,55810275,Daniel,"Ellen’s decor is cosy yet far from boring. Lovely stay. The spot’s very conveniently located for scouting the more interesting parts of Denver, and Ellen has plenty of recommendations."
27696005,364958297,2018-12-31,104403470,Joe,"Amazing host! Anything I could have needed was already there and then some, and the host was so kind and accommodating!"
21080559,474929965,2019-06-23,194771332,Corbin,Brad was very helpful from the beginning and flexible when we needed to check in early. He gave us great local spots to check out and the apartment was very clean and easily accessible.
21946032,284494908,2018-07-01,26767600,Kerry,We traveled to Denver for our annual girls trip.  It was our first time there.  We loved every bit of our stay!  The house is walking distance to some great local spots.  It is also a very short Uber ride away from downtown.  We decided not to rent a car for this trip and it was by far the right choice!  Natalie was easy to communicate with and we adored their home!  Would highly recommend.
4978830,324718923,2018-09-17,68730328,Wanda,"The house was perfect for a family wedding that we were attending. The location was great for the wedding venue and the other pre-wedding activities. My sister and I, along with children/granddaughters had room to “stretch out” and amentities of home. Thank you for making our first Air Bnb experience very positive! There are not enough stars to rate our hostess, who was waiting for us upon arrival,  and very inviting/informative. Definitely would recommend and return in the future!"
6471872,352830246,2018-11-25,75477652,Ivette,"Megan was a kind host who stayed in contact with us throughout our stay. Her home was clean and spacious and my family enjoyed cooking Thanksgiving dinner her in the wonderful kitchen! The beds were comfy, amenities were great, and the location is fantastic. Although it is only street parking, we never had any trouble finding parking for two vehicles.  My two nieces also enjoyed the trampoline  and kid friendly feel in the basement. Thanks, Megan for hosting our family!"
11139532,90211888,2016-07-31,39970005,Dizzy,The house was amazing! The location was great for our trip. Thanks again. We would definitely stay here again.
15116690,141554827,2017-04-03,40236374,Francesca,"Stop! Don't look any further! DaNelle's house is the (Website hidden by Airbnb) FOR a very reasonable price ! The house is so clean and beautiful (she has taken her time decorating the house and painting the walls all sorts of colors), the room is even better. With its own bathroom you get all the privacy. She made sure to leave all sorts of goodies for us all around the room and it made us feel so special. My boyfriend and I went for a weekend getaway and honestly we felt like we couldn't have stayed in a better place. DaNelle has amazing positive vibes, gives you all the privacy and access to her kitchen and home. Thank you so much for an unforgettable stay!"
15807599,434432658,2019-04-07,229310135,Morgan,Great place.  No issues at all.
665622,2614861,2012-10-15,3464740,Louie,"Becky was great!  She was extremely flexible, accommodating and communicative, and her place was perfect all for the activities that we were doing downtown.  It is located a great little quaint yet modern little neighborhood that is just a 15 minute walk to downtown.

The place itself is very clean, open and comfortable and has every convenience that a home could possibly need except a T.V. although we did not miss a T.V.  The neighborhood has lots of really nice and unique cafes, coffee shops, restaraunts, stores and shops; in fact, the neighborhood is known to have some of the best restaurants in Denver

if you are looking for a nice place to stay and you don't have to be in the heart of downtown.  I strongly recommend Becky's place!"
37316297,538428732,2019-09-29,112463770,Dan,"Lars was a wonderful host, and his house is in a fantastic neighborhood.  He was quick to respond, his house was clean, and it was very well put together.  I would highly recommend you chose Lars' AirBnB for your next Denver trip."
24846197,433044136,2019-04-05,117592959,Joseph,"Great amenities and tips for stuff to do and places to eat in Denver. Could’ve been cleaner than it was. All around, a great place to stay with a spouse for a romantic getaway."
2908978,76010812,2016-05-24,12236480,Mattias,"We had a really nice stay at Rita’s place during our two-day-visit in Denver. The room (and the apartment as well) was clean and the bed was very comfortable. Rita was a great host giving us som hints about what to do in Denver and how to get to downtown etc. Rita’s dogs were very cute and we also enjoyed our time with them as well! :-)

There was nothing we could think of that could improve. We will definitely stay with Rita again if we return to Denver! 
"
19586542,474917071,2019-06-23,47926290,Justin & Skylar,"Evelyn was very responsive and helpful. The space was very clean, nice, and cozy. And conveniently located close to some great restaurants and breweries. I was out in Denver for work and their WiFi was nice and speedy allowing me to get work done in the room! I would definitely use them again on a trip back out to Denver."
9486988,539095746,2019-09-30,56365583,Angela,Eliza’s apartment is super cute and comfortable. Nice neighborhood close to restaurants and downtown. She was very accommodating to our schedule. Would definitely recommend staying here!
28939545,431250036,2019-03-31,108064727,Matthew,"The place is super clean with a modern but cozy aesthetic. Really enjoyed the balcony! The accommodations exceeded my expectations and it is big enough to comfortably sleep multiple people. Additionally, should you run into any issues, John is a great communicator who you can get in tough with quickly. I left some clothes in the dryer and he mailed them to me right away :)"
33585895,540051616,2019-10-02,154265090,Lauren,Amazing!
22628826,252194074,2018-04-09,177225992,Shannon,cute house and wonderful hospitality!
18582812,279472062,2018-06-20,193519185,Marta,"Great location. Great place! Airy and great light from the windows. Good beds, great linens! Nice amenities!"
12990793,452631006,2019-05-13,120008115,Phil,"First time in Denver and this location was in walking distance to everything. Bars, downtown, etc. it had everything we needed and definitely made Denver feel like home for us! Thank you Pat for being the best host! :)"
12068403,532939459,2019-09-20,115274497,Katie,"This please is GREAT!!!!! Close to everything! It’s very private and cozy, we even had beer stocked in the fridge! Amazing host that answered any question super quick! If you want to experience downtown Denver, you have to stay here!!!! Just breathtaking!"
2257217,357267483,2018-12-09,180184273,Kyle,Great location. Not a bad place to stay if you're trying to stay somewhere on the cheap.
3992779,98170393,2016-08-29,26846981,Gayla,"Our stay with Elizabeth went very smoothly. She was quick to respond and offered wonderful advise for things to do in Denver before we even arrived. On our arrival 2 beers and coffee were waiting for us. The actual space was nice as well. There is a kitchenette if you want to cook, a comfortable bed, a sitting area with a couch and a small but functional bathroom. We were very happy with our stay and would gladly stay again. Thank you Elizabeth! "
1327856,20752305,2014-10-05,20286565,James,The Condo was Great! Great Area and Centrally Located. 
23905333,368364787,2019-01-06,230849602,John,"Clean, convenient, comfortable and a great value."
26468734,288432550,2018-07-09,109662108,Luna,"Jeremy's place was fantastic. Very clean, with lots of privacy and more space than we had expected. The neighborhood is really beautiful and the community seems to put on lots of fun events. In the weekend we stayed there, they held a concert and a farmers market within a five minute walk from the house. Great place, definitely recommend!"
20917414,455564090,2019-05-19,241582339,Kate,Super cute place!
31262420,550174215,2019-10-18,302378152,Heather,"This was our first time trying a bnb, so we weren't sure what to expect. Traveling with our family, we were looking for a more homey, comfortable setting. After reading the reviews and seeing this was a kid-friendly place, we thought we'd give it a try. It was perfect! The owners are upstairs, but you can barely hear them. Definitely way better than a hotel where there's often loud voices in the halls, slamming doors, hearing everything through the walls, etc.!  

There were lots of cute personal touches that made the trip even more special for my family (e.g., a personalized punny Halloween sign). It was also super convenient to have a full kitchen with lots of supplies, especially with little ones with bottomless pits for stomachs. Of further note is the master bed which was like sleeping on a cloud, to the point where I came home and now resent my own bed LOL

The location is great! Only minutes from the park, gardens, and zoo as well as downtown if you also want to go do fun stuff... or have to do boring work stuff ;0)

Overall, super pleased with our first experience! Our kids are already asking to go back :0)"
13752452,486437843,2019-07-12,34781877,Heather,"Exactly as described with some extra added conveniences like tea, coffee, and lovely backyard sitting area. Can't beat the location. Jamie responded to every request promptly and was extremely helpful."
21516952,441118134,2019-04-21,357706,Deanna,"Lisa’s place is great! She has a charming, cozy room ready for you with a very comfy bed. The location was great, just a few minutes to lots of action. We enjoyed the Where the Wild Things Are theme and hope to visit again next time we come through. We highly recommend a stay at Lisa’s place."
6436594,243663244,2018-03-16,127526607,Caylee,Great space in a great location.
25841700,448074775,2019-05-04,10249495,Julia,"Chalise's home was perfect for our family of 4.  It was amazingly clean and just as described. She was a wonderful host with thoughtful touches throughout - like tips for the neighborhood, pack n' play, well appointed kitchen, games, kid toys etc. We travel frequently to Denver and will be back! Highly recommend."
13656664,252939950,2018-04-12,15973104,Nina,"The hosts were great and very communicative and it was a wonderful location (easy access to downtown). One thing I will note is that this unit is not separate from the house above, aside from a heavy curtain, so noice travels easily from upstairs to downstairs, and I’m guessing vice versa. As a woman who travels alone, this was a little unsettling and I don’t feel that it’s communicated as well as it could be in the listing. The shower is also borderline luke warm, something I wouldn’t have mentioned in the public review however I noticed that it had been mentioned in previous reviews and just wasn’t addressed. I was in and out of town for a quick business trip, so by no means were the accommodations unkempt - just not what I had expected."
6913874,113658503,2016-11-13,53195848,Maggie,"Valerie and Shelan's place was awesome and just like in the photos. Valerie is super nice and helpful with things to do and places to see in and around the Denver area, she even recommended places for yoga and barre classes close by and when she saw me heading to the Rocky Mountains with only a light jacket on she let me borrow her own personal jacket and gloves for the hike. I loved staying here and it was definitely a  home away from home and I plan on coming back in March and staying again. Thank you so much for the hospitality. :)"
12932332,294930636,2018-07-22,13899296,Israel,Great place.
4339474,39050338,2015-07-20,20664535,Steve,"Holly's apartment was perfect for our stay in Denver! The location was ideal, walking distance to many bars/shops/eateries.  The space was comfortable and provided everything that we needed.  Holly was very helpful and easy to reach when we had any questions. We would stay here again!"
17574946,163450274,2017-06-24,41187853,William,"This place was clean, cozy, great location, and the owners are very friendly.  I would stay there again."
19548421,353161580,2018-11-26,43375241,Emogene,"conveniently located in the HIghlands of Denver about 2 miles from downtown.
one mile from freeways.  walking distance to bars, restaurants and Sloan's Lake."
29858733,414060871,2019-02-18,128777923,Nancy,It’s on the lower level and you can hear everything that is going on upstairs. Other than that host communicates with you very well.
18544743,168066538,2017-07-08,47726962,Charlie,Clean comfortable place and easy access to everything
17175148,292317515,2018-07-17,55674033,Louise,"I would highly recommend this Home. We stayed two nights with our grown up daughters and explored Larimer and went to Morrison at Red Rocks. There we had a great lunch at a Bistro at the start of town. 
This home has any amenity you could ask for and is in a great location. The beds are very comfy, it’s very artsy and cool inside and they have a nice Weber grill which we prepared a surf and turf type dinner from Denver Market, which is a must if you love good food. We played games and listened to their collection of CDs and had a blast. No problem with parking as they have a private parking slot in the back as well as plenty of available street parking. 
Check in was a breeze as Kat is a great communicator - within 10 minutes every time. You can’t go wrong in this place!  Also, the cute little front porch is a must if you like to relax and chat with the locals. "
22209112,236563444,2018-02-19,105610066,Leah Kay,"We had a quick stay of only one night but James property was a very clean, modern & exceeding our expectations. James was a great host & kind enough to offer us to stay past our check out time due to bad weather! Location is a little farther outside of the city center of Denver than we thought, but would still highly recommend!"
27631494,463152564,2019-06-02,108213203,William,Everything as described. Place is in a great location.
13560410,200524565,2017-10-05,88210366,Melissa,"Great location, excellent communication and hospitality from the owners.  Highly recommend!"
9433028,62377443,2016-02-14,51538930,Beccy,Stevens listing was exactly what we were looking for! It was very comfortable and conveniently located near many Denver attractions. We would definitely rent again. 
14360548,113715767,2016-11-13,26297164,David,The whole process was very easy and the place was great.
2119667,530971516,2019-09-16,115019924,Christianah,This space was extremely stylish and in an amazing location. We were within walking distance or short Uber ride to most of our destinations throughout the trip. I definitely recommend this lovely home!
5966633,243935185,2018-03-17,175544728,Jessica,Great place to stay at in Denver. Everything is within a short driving distance. The carriage house was clean and Sabrina had coffee and other amenities available which was awesome. Sabrina was very accommodating through the trip.
25342433,562402016,2019-11-10,214345192,Simone,"The space was a little smaller than I was expecting and it would not be easily accessible to those with mobility limitations but that's really the only negative I have to say. It was a cute cozy space, perfect for my needs since I was mostly only there at night. The bed was AMAZINGLY comfortable! I slept very well. The best part about this place is the location. I was able to walk or take a short bus ride to pretty much any place I wanted to go. Ingrid was a very considerate and attentive host! I definitely reccomend this place."
19671778,308583285,2018-08-16,154107997,Hannah,"Absolutely amazing! The place was perfect and exactly what we needed. I accidentally cut myself on something in my suitcase and Pemba was right there with a first aid kit! If I'm ever in town again, I will certainly stay with Pemba. "
27432059,544647959,2019-10-10,288699517,Amy,This is a great spot within walking distance of so much!
25141789,509589272,2019-08-14,252377847,Alyssa,"my favorite air b n b i’ve stayed at yet!! beautiful home, super clean, awesome location, great communication with the owners, overall an amazing stay! 10/10 recommend for anyone looking for a modernized home."
24249285,416464643,2019-02-24,5419949,Steven,"Great Location, very clean, and Ben communicates promptly!"
21244753,204104288,2017-10-16,10407804,Michaela,"Great place, great neighborhood! Monica's place is clean, comfortable, and in a great area of town. Definitely recommend!"
26130807,481369083,2019-07-04,148929854,Bradley,Great place!
18023988,218000137,2017-12-10,69579468,Derek,"Simple, cozy, and in a great location.  Ryan was quick to respond at all times. Also felt very safe!"
13560410,465978215,2019-06-08,262291666,Zach,"This was an amazing vacation spot - great location, sparkling clean apartment, and excellent trip suggestions from Matt. If you like dogs, ask Matt to say hi to Sally and Ginger!"
31625086,536966079,2019-09-27,93404685,Karen,Christina was super accommodating and helpful with recommendations! The airbnb was nicely decorated and fully equipped with pretty much everything you need. Great location for local eats & hikes.
22596470,421091857,2019-03-08,200111648,Corey,The space was large and accommodated myself and two friends easily. In a great spot a short ride out of the city. Hosts were excellent and were quick to respond to any queries. Would recommend !
17329756,164304027,2017-06-26,98009650,Marc,Great location! Would stay again!
9153971,494063123,2019-07-23,263252569,Henry,Tim was a fabulous host and we really enjoyed our stay at his place.  There was plenty of room for our family (2 adults and 4 teenagers) and the location was fantastic.  There is a great small grocery store a block away and a number of good restaurants within easy walking distance.  The house was very clean and the beds were all comfy.  We would definitely stay here again and highly recommend.  Tim was very accommodating and we enjoyed our stay.
29418682,406688638,2019-01-30,212704008,Karen,"Ben is an excellent host, very quick to respond to anything you need. Also the location is amazing. We walked not even a block to the coffee shop plus 2 local dives where the brunch blew our minds! Can't wait to return!"
9652984,109976114,2016-10-23,61078894,Bruce,"We felt very welcome. There was fresh ground coffee and a French press waiting as well as gourmet popcorn packets, etc.

There was ample parking spaces and centrally located to downtown Denver and capital hill area."
9471950,139097831,2017-03-23,115720098,Steven,Sweet apartment with everything you need. Homey and peaceful. Quiet neighborhood yet close to downtown and uptown. Laundry and free street parking a plus for us. 
29712912,476679256,2019-06-26,260073454,Brent,Great place
6883917,212619449,2017-11-18,28419371,Peter,"Accurate description of their place. The private room and bathroom were very clean. Ryan and Gloria left out complimentary artisan bread, eggs, tea and coffee for breakfast. Met Ryan briefly and he seemed like a good guy that would have been fun to catch up with had we been around for longer! Would recommend."
13041992,249079565,2018-04-01,157264185,Dan,"Clean, easily accessible place with a great host. Highly recommended."
13209951,109009520,2016-10-18,99525473,David,I enjoyed my stay here. Super laid back and friendly hosts. The house is still being remodeled and the newly renovated bathroom is a good start. Thanks guys for hosting!
33159311,453055125,2019-05-14,23466531,Susan,This place was perfect for my stay. It is easy walking distance to the Convention Center! I walked outside the building and rented a bike to take to a Rockies game on the trail just out front of the building. It was easy to follow instructions on getting in the building and having a garage to park my car was very convenient for my stay. Definitely would stay again!
575758,28580382,2015-03-26,21563772,Ole K,"We had a great stay, both in Denver and in Kerry's fabolouse flat/loft. We felt very well taken hand of by Kerry both with regard to the flat and to the neighbourhood. We will definitely recommend this place to others!"
8071897,80974612,2016-06-20,1980516,Zoran,My wife and I enjoyed our stay at Erica and Brianna's place.  It was close to the  downtown area we would have no problem staying there again.
10237203,294889791,2018-07-22,130399365,Marion,Although we didn‘t meet Jess in person we felt very welcome. Everything worked out fine and we enjoyed our stay at this lovely place!
22596470,401961353,2019-01-16,100289559,Sarah,"I highly reccommend this Airbnb! It's in a great location for good eats and transportation, they keep it clean and easily accessible and the beds are comfy and cozy. The dog and cats are a perk too, super sweet!"
14741480,135632780,2017-03-05,118717040,Chelsye,Carolyn's house was very clean and we loved the location. Made our first Airbnb experience easy. 
10426535,531080508,2019-09-16,285112937,Austin,Nice location!
15831072,165081657,2017-06-30,56836576,Emily,Perfect stay! We took the bikes out for dinner and to the botanic gardens. Quiet and cute neighborhood. We had everything we needed. Kelsey was great at communicating and created a homey feel. 
19848263,526973684,2019-09-09,100526521,Krystal,"Super modern. 
Extremely clean. 
Would stay again, 100%."
7790834,140778897,2017-03-31,63111645,Teresa,"Cute and clean, Samantha was available if we had questions or issues, which happily we did not. Not far from the inner city walking about 15 minutes or a 6 to 8 $ Uber fare. Would definitely stay again. "
20849334,318362132,2018-09-03,199797533,Misti,"This was the best Airbnb experience we have ever had! The house was so cute! It had all the amenities needed and then some. The front and back porch had such a relaxing ambience that we spent more time outside than inside!  During the day, we enjoyed coffee, reading, yoga and just some down time in the hammock. At night, we listened to music and had a cookout with the really cool lighting as a bonus. I love that there was a great library of books to choose from!  It was obvious we were made to feel right at home! The kitchen had everything needed for all meals. We appreciated the technology available for listening to music and WiFi for internet use. Getting in and out of the house was a simple process. We had a great time walking to Washington Park for a family morning outing! The grocery store and Starbucks were just blocks away. The house was very clean, the neighbors were pleasant and to top it off, the weather was glorious! Jared was a great communicator thru the whole experience! We highly recommend this precious home for any type of family coming to visit Denver!"
4925740,231343990,2018-01-31,97429202,Jennifer,Great location and so many parks within walking distance. Great restaurants nearby (we loved Jack-n-Grill). Digs we're comfy and charming.
34745247,458956788,2019-05-26,58406506,Greg,Thanks for the great hospitality. We enjoyed our stay so much. It was perfect for what we needed!
3425065,98146148,2016-08-29,68297142,Simone,"Staying with Kim was a great decision for my trip to Denver. She had the key waiting for me and answered promptly when I couldn't find it. Everything was labeled including my room door and WiFi info. The place was clean and Kim was very friendly. The location was perfect with close stores, great good, a nice patk, and downtown within walking distance. I would stay again."
9883770,401949952,2019-01-16,116562802,Alexandra,"Perfect accommodation for our family of four, great location, and Sarah was a wonderful host!"
10343072,413594054,2019-02-17,212320484,Sarah,"Loved this place and the location was perfect for exploring the city. Allison was so great during our stay too. We messaged her to ask her a question and she was so quick to respond. Thanks so much for the hospitality, Allison!"
833937,355585934,2018-12-04,189957087,Katie,This home is exactly as described. It’s super cozy and in a great location. Eliza is a remarkable hostess and is incredibly prompt in response if needed. It is very family friendly (my kids loved the piano). It is across the street from a school that has a playground you can use after school hours and on weekends.  The neighborhood is very quiet and very close to any and all activities in Denver. This place feels like home. Definitely recommend.
29187078,358256762,2018-12-13,78505036,Christopher,"Rachel’s place is nice, cozy, and quiet. Everything was clean and she communicated well. The home is only a few minutes from downtown, and looking west on 1st st, there is a great view of the mountains! The only downside is that the surrounding neighborhood is a bit less appealing. Other than that though, I liked the place! It was a good value and a comfortable place to rest."
14010321,341020645,2018-10-25,4834261,Aslan,"Herbert’s place was fantastic. It’s private, modern, and clean. Great price for 2 bedrooms too!"
33832772,488199413,2019-07-14,79309111,Sam,"Super clean, easy check in and out.  Perfect spot to have as a home base during our weekend in Denver!"
15551405,157857713,2017-06-04,130504413,Jaclyn,"Perfect location for walking distance to great dispensaries. Room and board was a perfect fit for me. Quite area but if wanting to go downtown it was a 20 minute drive ($16 uber)
I would highly recommend it!"
21151336,524791444,2019-09-06,245810618,Jeremiah,Great place in a great location!
20914531,535094582,2019-09-23,23417820,Lisa,Great house And great location.
25084283,309106983,2018-08-17,95927822,Honore,"A versatile and fun stay. As a family of 5 with three kids ages 5 and under, finding the right fit is a challenge. This was great. I’ll start with the host, Jessica was so helpful and responded immediately. She was even willing to come right over when my five year old almost locked us out. She left lots of great suggestions and some extra treats. The home is very clean with nice cook-wear, soft sheets and good pillows. It’s a historic house with beautiful stained glass but it is also well updated. The location was great as it was close to downtown for my husbands business meetings but walking distance to a couple small parks and lots of trendy yet family-friendly places to eat. We loved the aquarium just a couple miles away. The zoo wasn’t too far either and Jessica said the children’s museum was great although we weren’t there long enough to check it out. Traveling with kids is always a challenge so I greatly appreciate the extra hand I get from awesome hosts like Jessica. "
6017776,130580229,2017-02-06,30580120,Brian,Beautiful home in a quiet neighborhood
14187514,531935642,2019-09-18,158337789,Oke,"A very professionally run little apartment.  Exactly as described, freshly appointed and in good condition.  We were extremely happy with our stay."
31039806,414119003,2019-02-18,53445422,Samantha,"Quaint place with few amenities, but you don't need many because of how close you are to the breweries, food, and art! Great place to stay for a weekend visit. The wifi wasn't the best in the bedroom but worked fine in the living room area, so if you are in town for business you can do it in the living room. Good host and the space had everything we needed while we visited."
22515364,346162264,2018-11-07,221364269,Molly,Amazing and Beautiful!  Better than the pictures!  So warm and comfy and chic!  Great location and great eatieries within walking distance!  We had such a nice time unwinding and resting here.  Very private and quiet!  Well worth it!  Thanks Stephen!
6921688,256828335,2018-04-23,48112934,William,"A beautiful, unique space in a really cool neighborhood! We were tempted to stay forever."
33962024,517813900,2019-08-25,120990060,Jeff,"Great place to use as a ""home base"" as you explore Denver or the mountians.  Close to downtown and many places to eat/drink within walking distance!   And reasonable rates for sure."
39084625,554115832,2019-10-25,302712643,Nathaniel,Wonderful place for transitioning. Good job
4964614,111255223,2016-10-30,4842886,Stuart,"I have stayed at many Airbnbs around the world, and have to say that I have not had a more helpful and gracious host than Linda! She is extremely attentive and delightful company. Her very roomy and tastefully decorated condo is located in a beautiful part of Denver, walking distance to some great cafes and restaurants. Would absolutely want to stay there again on any future trip to Denver!"
