,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,y,education_bucket
7794,47,self-employed,married,professional.course,no,yes,no,telephone,jun,mon,338,0,advanced
7795,26,services,single,basic.9y,no,yes,no,telephone,jun,mon,205,0,basic
7796,35,technician,single,high.school,no,yes,no,telephone,jun,mon,92,0,intermediate
7797,42,blue-collar,married,,,no,no,telephone,jun,mon,268,0,
7798,48,technician,married,high.school,no,no,no,telephone,jun,mon,185,0,intermediate
7799,42,management,divorced,high.school,no,no,no,telephone,jun,mon,163,0,intermediate
7800,55,technician,married,basic.9y,,no,no,telephone,jun,mon,362,0,basic
7801,41,admin.,single,university.degree,no,no,no,telephone,jun,mon,367,0,advanced
7802,46,admin.,married,university.degree,,no,no,telephone,jun,mon,230,0,advanced
7803,44,technician,married,basic.4y,no,no,no,telephone,jun,mon,26,0,basic
7804,38,admin.,married,basic.9y,,no,no,telephone,jun,mon,63,0,basic
7805,30,admin.,married,university.degree,no,no,no,telephone,jun,mon,493,0,advanced
7806,54,services,divorced,high.school,no,no,no,telephone,jun,mon,113,0,intermediate
7807,48,entrepreneur,married,basic.4y,no,no,yes,telephone,jun,mon,215,0,basic
7808,38,unemployed,married,basic.6y,no,no,no,telephone,jun,mon,947,1,basic
7809,33,services,single,basic.6y,no,yes,no,telephone,jun,mon,177,0,basic
7810,44,self-employed,divorced,high.school,no,yes,no,telephone,jun,mon,123,0,intermediate
7811,39,admin.,single,university.degree,no,yes,yes,telephone,jun,mon,1075,0,advanced
7812,40,technician,married,professional.course,,no,no,telephone,jun,mon,21,0,advanced
7813,43,unemployed,married,university.degree,,no,no,telephone,jun,mon,114,0,advanced
7814,60,management,married,university.degree,no,no,no,telephone,jun,mon,526,1,advanced
7815,56,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,163,0,basic
7816,46,entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon,245,0,basic
7817,30,services,divorced,basic.9y,no,no,no,telephone,jun,mon,394,1,basic
7818,38,technician,single,university.degree,no,no,no,telephone,jun,mon,258,0,advanced
7819,28,services,married,high.school,no,no,no,telephone,jun,mon,659,1,intermediate
7820,40,admin.,married,university.degree,,yes,no,telephone,jun,mon,417,0,advanced
7821,34,services,single,professional.course,,yes,no,telephone,jun,mon,40,0,advanced
7822,40,admin.,married,university.degree,,yes,no,telephone,jun,mon,527,0,advanced
7823,35,services,single,basic.4y,no,no,no,telephone,jun,mon,651,0,basic
7824,43,retired,married,basic.4y,,yes,no,telephone,jun,mon,129,0,basic
7825,51,management,married,university.degree,no,yes,yes,telephone,jun,mon,409,0,advanced
7826,33,blue-collar,married,high.school,no,no,no,telephone,jun,mon,283,0,intermediate
7827,35,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,144,0,advanced
7828,25,blue-collar,married,basic.9y,,no,no,telephone,jun,mon,97,0,basic
7829,50,services,divorced,basic.4y,,yes,no,telephone,jun,mon,168,0,basic
7830,34,blue-collar,single,basic.4y,,yes,no,telephone,jun,mon,101,0,basic
7831,47,technician,single,university.degree,no,no,yes,telephone,jun,mon,67,0,advanced
7832,35,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,mon,64,0,basic
7833,35,admin.,single,basic.4y,,yes,no,telephone,jun,mon,143,0,basic
7834,39,entrepreneur,married,basic.9y,,yes,no,telephone,jun,mon,70,0,basic
7835,42,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,1036,1,basic
7836,42,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,384,0,basic
7837,43,blue-collar,divorced,,no,yes,no,telephone,jun,mon,172,0,
7838,48,technician,married,professional.course,,no,no,telephone,jun,mon,105,0,advanced
7839,25,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,60,0,basic
7840,32,blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,26,0,advanced
7841,47,self-employed,divorced,professional.course,,yes,no,telephone,jun,mon,364,0,advanced
7842,47,technician,single,professional.course,,yes,yes,telephone,jun,mon,227,0,advanced
7843,30,services,married,high.school,no,no,no,telephone,jun,mon,151,0,intermediate
7844,31,self-employed,married,university.degree,no,yes,yes,telephone,jun,mon,464,0,advanced
7845,35,management,single,university.degree,no,yes,no,telephone,jun,mon,68,0,advanced
7846,38,blue-collar,married,basic.9y,,no,no,telephone,jun,mon,464,0,basic
7847,39,blue-collar,married,basic.9y,,yes,no,telephone,jun,mon,389,0,basic
7848,45,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,185,0,basic
7849,40,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,128,0,basic
7850,30,services,married,high.school,no,no,no,telephone,jun,mon,88,0,intermediate
7851,48,blue-collar,married,,,no,no,telephone,jun,mon,136,0,
7852,38,blue-collar,married,basic.6y,,no,no,telephone,jun,mon,123,0,basic
7853,58,unemployed,married,basic.9y,no,no,no,telephone,jun,mon,266,0,basic
7854,39,blue-collar,married,basic.4y,,yes,no,telephone,jun,mon,466,0,basic
7855,58,blue-collar,married,basic.6y,,no,no,telephone,jun,mon,80,0,basic
7856,39,admin.,married,university.degree,no,yes,no,telephone,jun,mon,490,0,advanced
7857,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,232,0,basic
7858,40,management,married,university.degree,no,,,telephone,jun,mon,61,0,advanced
7859,49,admin.,divorced,high.school,no,yes,no,telephone,jun,mon,537,0,intermediate
7860,34,blue-collar,married,basic.9y,,yes,no,telephone,jun,mon,197,0,basic
7861,49,unemployed,divorced,professional.course,no,no,no,telephone,jun,mon,464,0,advanced
7862,32,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,447,0,basic
7863,44,admin.,single,high.school,no,no,no,telephone,jun,mon,164,0,intermediate
7864,35,blue-collar,married,high.school,no,no,no,telephone,jun,mon,184,0,intermediate
7865,38,technician,single,professional.course,,yes,no,telephone,jun,mon,127,0,advanced
7866,35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,373,0,basic
7867,33,technician,single,university.degree,no,yes,no,telephone,jun,mon,42,0,advanced
7868,30,services,single,high.school,no,no,no,telephone,jun,mon,132,0,intermediate
7869,55,entrepreneur,divorced,university.degree,no,yes,yes,telephone,jun,mon,579,0,advanced
7870,47,entrepreneur,married,university.degree,no,no,yes,telephone,jun,mon,180,0,advanced
7871,51,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,159,0,basic
7872,40,entrepreneur,married,professional.course,,no,no,telephone,jun,mon,66,0,advanced
7873,44,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,239,0,advanced
7874,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,95,0,basic
7875,32,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,156,0,basic
7876,40,services,single,high.school,,yes,no,telephone,jun,mon,89,0,intermediate
7877,41,self-employed,married,basic.4y,no,no,no,telephone,jun,mon,174,0,basic
7878,38,technician,married,basic.9y,no,no,no,telephone,jun,mon,59,0,basic
7879,29,technician,single,,no,no,no,telephone,jun,mon,193,0,
7880,32,admin.,single,university.degree,no,,,telephone,jun,mon,215,0,advanced
7881,39,services,single,high.school,,yes,yes,telephone,jun,mon,563,1,intermediate
7882,41,services,divorced,high.school,no,yes,yes,telephone,jun,mon,273,0,intermediate
7883,39,self-employed,married,basic.4y,,yes,yes,telephone,jun,mon,258,0,basic
7884,25,admin.,single,high.school,no,no,no,telephone,jun,mon,223,0,intermediate
7885,33,technician,married,basic.9y,no,no,no,telephone,jun,mon,76,0,basic
7886,24,services,single,high.school,no,yes,no,telephone,jun,mon,920,0,intermediate
7887,36,housemaid,married,basic.4y,no,no,no,telephone,jun,mon,152,0,basic
7888,35,blue-collar,divorced,basic.4y,,yes,no,telephone,jun,mon,130,0,basic
7889,40,blue-collar,married,basic.6y,,yes,yes,telephone,jun,mon,21,0,basic
7890,26,admin.,married,high.school,,no,no,telephone,jun,mon,118,0,intermediate
7891,40,technician,divorced,university.degree,no,yes,no,telephone,jun,mon,113,0,advanced
7892,45,management,married,university.degree,no,no,no,telephone,jun,mon,369,0,advanced
7893,39,entrepreneur,married,high.school,no,,,telephone,jun,mon,122,0,intermediate
7894,26,admin.,single,high.school,no,no,yes,telephone,jun,mon,445,0,intermediate
7895,41,technician,single,university.degree,,no,no,telephone,jun,mon,47,0,advanced
7896,48,housemaid,married,basic.6y,,yes,no,telephone,jun,mon,425,0,basic
7897,32,admin.,married,high.school,no,no,no,telephone,jun,mon,142,0,intermediate
7898,47,admin.,married,professional.course,no,no,no,telephone,jun,mon,317,0,advanced
7899,51,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,mon,184,0,basic
7900,55,blue-collar,married,professional.course,,yes,yes,telephone,jun,mon,354,0,advanced
7901,37,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,82,0,advanced
7902,52,services,married,high.school,,yes,no,telephone,jun,mon,105,0,intermediate
7903,47,management,divorced,university.degree,no,yes,yes,telephone,jun,mon,83,0,advanced
7904,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,209,0,basic
7905,53,admin.,divorced,university.degree,,no,no,telephone,jun,mon,53,0,advanced
7906,57,housemaid,married,basic.4y,no,yes,no,telephone,jun,mon,210,0,basic
7907,53,services,married,high.school,,yes,no,telephone,jun,mon,381,0,intermediate
7908,25,admin.,married,,no,no,no,telephone,jun,mon,112,0,
7909,26,admin.,single,high.school,no,no,no,telephone,jun,mon,278,0,intermediate
7910,46,management,married,university.degree,,no,no,telephone,jun,mon,183,0,advanced
7911,58,retired,married,high.school,,no,no,telephone,jun,mon,389,0,intermediate
7912,56,technician,married,university.degree,no,no,yes,telephone,jun,mon,69,0,advanced
7913,52,technician,married,high.school,no,,,telephone,jun,mon,24,0,intermediate
7914,43,technician,married,professional.course,no,no,no,telephone,jun,mon,143,0,advanced
7915,36,technician,married,professional.course,no,yes,no,telephone,jun,mon,302,0,advanced
7916,45,blue-collar,single,high.school,,no,no,telephone,jun,mon,68,0,intermediate
7917,36,blue-collar,married,basic.6y,,no,no,telephone,jun,mon,183,0,basic
7918,55,admin.,divorced,,,yes,no,telephone,jun,mon,49,0,
7919,29,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,148,0,basic
7920,48,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,481,0,basic
7921,42,services,divorced,high.school,,yes,no,telephone,jun,mon,45,0,intermediate
7922,47,admin.,married,university.degree,no,no,no,telephone,jun,mon,121,0,advanced
7923,45,technician,single,professional.course,no,no,no,telephone,jun,mon,180,0,advanced
7924,25,blue-collar,married,basic.9y,,yes,no,telephone,jun,mon,283,0,basic
7925,41,services,divorced,basic.9y,no,yes,no,telephone,jun,mon,312,0,basic
7926,51,technician,married,professional.course,no,no,yes,telephone,jun,mon,147,0,advanced
7927,41,technician,single,university.degree,,yes,no,telephone,jun,mon,178,0,advanced
7928,40,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,154,0,basic
7929,33,services,single,high.school,no,no,no,telephone,jun,mon,326,0,intermediate
7930,28,admin.,single,university.degree,no,no,no,telephone,jun,mon,362,0,advanced
7931,27,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,72,0,basic
7932,25,admin.,married,university.degree,no,no,no,telephone,jun,mon,121,0,advanced
7933,45,admin.,married,,no,yes,no,telephone,jun,mon,1068,1,
7934,55,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,101,0,basic
7935,49,blue-collar,married,basic.9y,,yes,no,telephone,jun,mon,210,0,basic
7936,39,admin.,single,,no,yes,no,telephone,jun,mon,163,0,
7937,53,management,divorced,university.degree,no,no,no,telephone,jun,mon,306,0,advanced
7938,53,,married,high.school,,no,no,telephone,jun,mon,313,0,intermediate
7939,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,94,0,basic
7940,39,admin.,single,university.degree,,no,no,telephone,jun,mon,658,0,advanced
7941,55,admin.,married,high.school,no,no,yes,telephone,jun,mon,250,0,intermediate
7942,38,blue-collar,married,basic.9y,,yes,no,telephone,jun,mon,493,0,basic
7943,32,blue-collar,divorced,basic.4y,,no,no,telephone,jun,mon,23,0,basic
7944,34,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,562,0,intermediate
7945,54,admin.,married,high.school,,yes,no,telephone,jun,mon,490,0,intermediate
7946,54,management,married,university.degree,,no,yes,telephone,jun,mon,140,0,advanced
7947,47,management,divorced,university.degree,no,no,yes,telephone,jun,mon,302,0,advanced
7948,29,services,single,high.school,no,yes,yes,telephone,jun,mon,46,0,intermediate
7949,36,admin.,married,university.degree,no,yes,no,telephone,jun,mon,149,0,advanced
7950,37,services,married,high.school,no,no,no,telephone,jun,mon,88,0,intermediate
7951,41,admin.,married,high.school,,no,no,telephone,jun,mon,118,0,intermediate
7952,26,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,230,1,basic
7953,25,self-employed,single,university.degree,no,no,no,telephone,jun,mon,426,0,advanced
7954,60,management,married,university.degree,,no,no,telephone,jun,mon,403,0,advanced
7955,40,entrepreneur,married,university.degree,,yes,no,telephone,jun,mon,169,0,advanced
7956,40,technician,single,professional.course,no,yes,no,telephone,jun,mon,123,0,advanced
7957,36,management,married,university.degree,no,no,no,telephone,jun,mon,221,0,advanced
7958,38,admin.,married,high.school,no,yes,no,telephone,jun,mon,169,0,intermediate
7959,28,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,102,0,intermediate
7960,25,technician,divorced,university.degree,no,yes,no,telephone,jun,mon,214,0,advanced
7961,45,management,divorced,university.degree,no,no,no,telephone,jun,mon,572,0,advanced
7962,44,blue-collar,married,basic.9y,,yes,no,telephone,jun,mon,147,0,basic
7963,51,management,married,,,yes,yes,telephone,jun,mon,124,0,
7964,39,admin.,married,university.degree,no,no,no,telephone,jun,mon,105,0,advanced
7965,33,self-employed,single,university.degree,no,yes,no,telephone,jun,mon,171,0,advanced
7966,49,,married,,,yes,no,telephone,jun,mon,498,0,
7967,36,blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon,50,0,basic
7968,39,self-employed,married,university.degree,no,yes,yes,telephone,jun,mon,31,0,advanced
7969,55,blue-collar,married,basic.4y,,yes,yes,telephone,jun,mon,266,0,basic
7970,48,blue-collar,divorced,basic.4y,,yes,no,telephone,jun,mon,163,0,basic
7971,33,admin.,single,university.degree,no,yes,yes,telephone,jun,mon,304,0,advanced
7972,58,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,469,0,basic
7973,36,housemaid,married,basic.6y,no,yes,no,telephone,jun,mon,45,0,basic
7974,28,admin.,married,university.degree,no,no,no,telephone,jun,mon,249,0,advanced
7975,37,admin.,married,university.degree,no,no,no,telephone,jun,mon,85,0,advanced
7976,45,technician,married,university.degree,no,no,no,telephone,jun,mon,79,0,advanced
7977,43,technician,single,professional.course,no,yes,no,telephone,jun,mon,70,0,advanced
7978,30,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,758,0,advanced
7979,34,services,divorced,professional.course,,no,no,telephone,jun,mon,466,0,advanced
7980,39,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,200,0,basic
7981,35,admin.,single,university.degree,no,yes,no,telephone,jun,mon,87,0,advanced
7982,33,admin.,married,high.school,no,yes,no,telephone,jun,mon,966,0,intermediate
7983,33,services,single,university.degree,,no,no,telephone,jun,mon,747,1,advanced
7984,37,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,430,0,basic
7985,39,services,divorced,high.school,,yes,no,telephone,jun,mon,241,0,intermediate
7986,49,technician,married,professional.course,no,no,no,telephone,jun,mon,147,0,advanced
7987,39,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,131,0,basic
7988,37,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,mon,541,0,basic
7989,45,admin.,married,university.degree,no,no,no,telephone,jun,mon,281,0,advanced
7990,40,services,divorced,high.school,no,no,no,telephone,jun,mon,158,0,intermediate
7991,52,admin.,divorced,university.degree,no,no,no,telephone,jun,mon,201,0,advanced
7992,41,admin.,married,high.school,no,no,no,telephone,jun,mon,56,0,intermediate
7993,43,admin.,married,high.school,,yes,no,telephone,jun,mon,91,0,intermediate
7994,30,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,187,0,basic
7995,34,unemployed,single,university.degree,no,no,no,telephone,jun,mon,409,0,advanced
7996,41,services,married,basic.9y,no,yes,no,telephone,jun,mon,269,0,basic
7997,45,admin.,married,high.school,no,yes,no,telephone,jun,mon,221,0,intermediate
7998,36,services,single,basic.6y,,no,no,telephone,jun,mon,255,0,basic
7999,33,blue-collar,single,basic.9y,,yes,no,telephone,jun,mon,71,0,basic
8000,55,blue-collar,married,basic.4y,,no,no,telephone,jun,mon,184,0,basic
8001,42,retired,married,basic.9y,,no,no,telephone,jun,mon,67,0,basic
8002,42,services,married,high.school,no,no,no,telephone,jun,mon,276,0,intermediate
8003,44,blue-collar,married,basic.6y,,yes,no,telephone,jun,mon,41,0,basic
8004,36,services,married,high.school,,no,no,telephone,jun,mon,145,0,intermediate
8005,41,blue-collar,married,,no,no,no,telephone,jun,mon,424,0,
8006,35,,married,basic.9y,no,no,no,telephone,jun,mon,612,0,basic
8007,58,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,282,0,advanced
8008,58,retired,married,basic.9y,no,yes,no,telephone,jun,mon,198,0,basic
8009,52,entrepreneur,married,university.degree,,yes,no,telephone,jun,mon,76,0,advanced
8010,32,admin.,married,university.degree,no,yes,no,telephone,jun,mon,102,0,advanced
8011,33,technician,married,high.school,no,no,yes,telephone,jun,mon,60,0,intermediate
8012,56,management,divorced,university.degree,no,no,no,telephone,jun,mon,252,0,advanced
8013,37,admin.,married,university.degree,no,yes,no,telephone,jun,mon,23,0,advanced
8014,55,technician,married,professional.course,no,yes,no,telephone,jun,mon,555,1,advanced
8015,35,technician,married,professional.course,no,no,no,telephone,jun,mon,200,0,advanced
8016,24,admin.,married,high.school,no,no,yes,telephone,jun,mon,1330,0,intermediate
8017,54,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,157,0,basic
8018,42,admin.,married,high.school,no,no,yes,telephone,jun,mon,218,0,intermediate
8019,47,services,married,high.school,no,no,no,telephone,jun,mon,548,0,intermediate
8020,27,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,176,0,basic
8021,33,admin.,single,university.degree,no,no,no,telephone,jun,mon,335,0,advanced
8022,34,technician,married,professional.course,no,yes,no,telephone,jun,mon,142,0,advanced
8023,51,services,married,high.school,no,no,yes,telephone,jun,mon,267,0,intermediate
8024,30,management,single,university.degree,no,no,no,telephone,jun,mon,86,0,advanced
8025,58,admin.,married,university.degree,no,no,yes,telephone,jun,mon,129,0,advanced
8026,31,management,married,high.school,no,yes,no,telephone,jun,mon,322,0,intermediate
8027,33,admin.,married,high.school,no,yes,no,telephone,jun,mon,111,0,intermediate
8028,47,housemaid,married,basic.4y,no,yes,yes,telephone,jun,mon,106,0,basic
8029,35,blue-collar,single,,no,no,no,telephone,jun,mon,136,0,
8030,55,retired,divorced,basic.6y,,no,no,telephone,jun,mon,228,0,basic
8031,45,admin.,divorced,university.degree,,no,no,telephone,jun,mon,71,0,advanced
8032,32,services,married,high.school,no,yes,no,telephone,jun,mon,29,0,intermediate
8033,30,technician,married,university.degree,no,no,yes,telephone,jun,mon,150,0,advanced
8034,39,admin.,married,high.school,,yes,no,telephone,jun,mon,252,0,intermediate
8035,53,blue-collar,married,basic.4y,,yes,no,telephone,jun,mon,518,0,basic
8036,47,entrepreneur,single,university.degree,,yes,no,telephone,jun,mon,42,0,advanced
8037,52,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,140,0,basic
8038,38,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,144,0,basic
8039,37,admin.,divorced,basic.9y,,yes,no,telephone,jun,mon,303,0,basic
8040,36,housemaid,married,high.school,no,yes,no,telephone,jun,mon,171,0,intermediate
8041,47,housemaid,married,professional.course,no,yes,yes,telephone,jun,mon,132,0,advanced
8042,28,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,288,0,basic
8043,44,blue-collar,divorced,,no,no,yes,telephone,jun,mon,73,0,
8044,34,admin.,married,university.degree,no,no,no,telephone,jun,mon,230,0,advanced
8045,33,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,685,0,basic
8046,30,technician,married,professional.course,no,yes,yes,telephone,jun,mon,82,0,advanced
8047,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,345,0,basic
8048,57,blue-collar,married,basic.4y,,yes,no,telephone,jun,mon,75,0,basic
8049,60,retired,married,basic.4y,,no,no,telephone,jun,mon,223,0,basic
8050,34,blue-collar,married,basic.6y,,no,no,telephone,jun,mon,479,0,basic
8051,39,management,married,basic.6y,,no,no,telephone,jun,mon,156,0,basic
8052,36,admin.,married,university.degree,no,yes,no,telephone,jun,mon,80,0,advanced
8053,48,technician,divorced,professional.course,no,no,no,telephone,jun,mon,204,0,advanced
8054,44,technician,married,high.school,no,no,no,telephone,jun,mon,360,0,intermediate
8055,34,technician,married,professional.course,no,yes,yes,telephone,jun,mon,126,0,advanced
8056,42,technician,married,university.degree,no,yes,no,telephone,jun,mon,148,0,advanced
8057,28,admin.,married,high.school,no,yes,no,telephone,jun,mon,267,0,intermediate
8058,30,technician,married,professional.course,no,yes,no,telephone,jun,mon,290,0,advanced
8059,40,admin.,single,high.school,no,yes,no,telephone,jun,mon,136,0,intermediate
8060,38,technician,single,university.degree,no,no,no,telephone,jun,mon,127,0,advanced
8061,52,technician,divorced,professional.course,,yes,no,telephone,jun,mon,56,0,advanced
8062,52,blue-collar,married,high.school,,no,no,telephone,jun,mon,777,1,intermediate
8063,36,admin.,single,high.school,no,yes,no,telephone,jun,mon,32,0,intermediate
8064,27,blue-collar,married,basic.6y,,yes,no,telephone,jun,mon,235,0,basic
8065,53,services,divorced,basic.4y,,no,no,telephone,jun,mon,91,0,basic
8066,38,admin.,single,university.degree,,no,no,telephone,jun,mon,198,0,advanced
8067,39,technician,married,professional.course,no,no,no,telephone,jun,mon,164,0,advanced
8068,47,blue-collar,married,,,yes,no,telephone,jun,mon,98,0,
8069,35,admin.,married,high.school,no,yes,yes,telephone,jun,mon,92,0,intermediate
8070,54,blue-collar,married,high.school,no,no,no,telephone,jun,mon,53,0,intermediate
8071,33,technician,single,professional.course,no,no,no,telephone,jun,mon,349,0,advanced
8072,39,admin.,married,university.degree,no,no,no,telephone,jun,mon,178,0,advanced
8073,41,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,532,0,basic
8074,29,technician,married,basic.9y,no,yes,yes,telephone,jun,mon,164,0,basic
8075,50,retired,married,basic.4y,no,yes,no,telephone,jun,mon,35,0,basic
8076,32,entrepreneur,single,professional.course,no,no,no,telephone,jun,mon,20,0,advanced
8077,31,blue-collar,married,basic.6y,no,no,yes,telephone,jun,mon,154,0,basic
8078,29,entrepreneur,married,professional.course,no,yes,no,telephone,jun,mon,930,0,advanced
8079,44,unemployed,married,professional.course,no,no,no,telephone,jun,mon,392,0,advanced
8080,41,blue-collar,married,basic.4y,,no,no,telephone,jun,mon,213,0,basic
8081,30,housemaid,married,high.school,,yes,yes,telephone,jun,mon,18,0,intermediate
8082,33,services,married,high.school,,yes,no,telephone,jun,mon,393,0,intermediate
8083,56,services,married,basic.4y,,no,no,telephone,jun,mon,746,0,basic
8084,26,blue-collar,married,basic.6y,,,,telephone,jun,mon,351,0,basic
8085,49,blue-collar,married,basic.4y,,no,no,telephone,jun,mon,174,0,basic
8086,40,admin.,single,high.school,,yes,no,telephone,jun,mon,142,0,intermediate
8087,51,services,married,high.school,,yes,no,telephone,jun,mon,229,0,intermediate
8088,48,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,261,0,basic
8089,47,technician,divorced,high.school,no,yes,no,telephone,jun,mon,289,0,intermediate
8090,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,227,0,basic
8091,36,admin.,married,university.degree,no,yes,no,telephone,jun,mon,115,0,advanced
8092,43,services,married,high.school,,no,no,telephone,jun,mon,178,0,intermediate
8093,56,entrepreneur,married,,,no,no,telephone,jun,mon,41,0,
8094,39,housemaid,divorced,basic.9y,no,yes,no,telephone,jun,mon,154,0,basic
8095,43,technician,single,university.degree,no,yes,no,telephone,jun,mon,100,0,advanced
8096,39,admin.,married,university.degree,no,no,no,telephone,jun,mon,61,0,advanced
8097,59,management,married,basic.6y,,yes,no,telephone,jun,mon,181,0,basic
8098,50,admin.,married,high.school,no,no,no,telephone,jun,mon,205,0,intermediate
8099,24,services,single,high.school,no,yes,no,telephone,jun,mon,468,0,intermediate
8100,38,blue-collar,married,high.school,no,no,no,telephone,jun,mon,358,0,intermediate
8101,41,technician,married,professional.course,,yes,no,telephone,jun,mon,442,0,advanced
8102,34,blue-collar,married,basic.6y,no,no,yes,telephone,jun,mon,1576,0,basic
8103,48,unemployed,single,basic.4y,no,yes,no,telephone,jun,mon,83,0,basic
8104,35,admin.,married,university.degree,,yes,no,telephone,jun,mon,134,0,advanced
8105,54,entrepreneur,divorced,university.degree,no,yes,yes,telephone,jun,mon,28,0,advanced
8106,31,services,married,basic.6y,no,no,no,telephone,jun,mon,92,0,basic
8107,42,services,married,high.school,no,no,no,telephone,jun,mon,217,0,intermediate
8108,45,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,134,0,basic
8109,24,services,single,basic.9y,,no,yes,telephone,jun,mon,222,0,basic
8110,37,management,married,university.degree,,no,yes,telephone,jun,mon,179,0,advanced
8111,57,housemaid,married,professional.course,no,no,yes,telephone,jun,mon,110,0,advanced
8112,35,student,single,university.degree,,yes,yes,telephone,jun,mon,444,1,advanced
8113,41,admin.,married,high.school,no,,,telephone,jun,mon,548,0,intermediate
8114,33,unemployed,single,university.degree,no,no,yes,telephone,jun,mon,16,0,advanced
8115,42,blue-collar,married,basic.9y,,no,no,telephone,jun,mon,213,0,basic
8116,35,technician,single,professional.course,no,yes,yes,telephone,jun,mon,402,0,advanced
8117,44,technician,married,professional.course,,no,no,telephone,jun,mon,312,0,advanced
8118,36,blue-collar,married,basic.9y,,no,yes,telephone,jun,mon,280,0,basic
8119,28,services,single,high.school,no,no,no,telephone,jun,mon,689,0,intermediate
8120,57,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,mon,716,0,basic
8121,41,management,divorced,university.degree,no,no,no,telephone,jun,mon,43,0,advanced
8122,41,blue-collar,divorced,professional.course,no,no,no,telephone,jun,mon,39,0,advanced
8123,36,technician,divorced,professional.course,,no,no,telephone,jun,mon,90,0,advanced
8124,38,student,single,university.degree,no,no,no,telephone,jun,mon,194,0,advanced
8125,48,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,984,0,basic
8126,48,blue-collar,married,basic.4y,,yes,no,telephone,jun,mon,153,0,basic
8127,39,technician,married,professional.course,no,yes,no,telephone,jun,mon,59,0,advanced
8128,33,admin.,married,university.degree,no,yes,no,telephone,jun,mon,20,0,advanced
8129,52,services,married,high.school,no,no,yes,telephone,jun,mon,359,0,intermediate
8130,59,retired,divorced,university.degree,no,no,no,telephone,jun,mon,605,1,advanced
8131,42,self-employed,married,university.degree,no,no,no,telephone,jun,mon,180,0,advanced
8132,57,management,married,basic.9y,,yes,no,telephone,jun,mon,30,0,basic
8133,33,services,married,high.school,no,no,no,telephone,jun,mon,94,0,intermediate
8134,39,entrepreneur,married,high.school,no,no,no,telephone,jun,mon,232,0,intermediate
8135,39,technician,single,professional.course,,no,no,telephone,jun,mon,432,1,advanced
8136,28,services,married,high.school,no,no,no,telephone,jun,tue,152,0,intermediate
8137,60,,married,basic.6y,,no,no,telephone,jun,tue,104,0,basic
8138,44,blue-collar,married,basic.9y,,no,no,telephone,jun,tue,154,0,basic
